Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
2705,2023-04-20,2024-04-19,gekündigt
2706,2023-04-21,,aktiv
2707,2023-04-22,2024-04-21,abgelaufen
2708,2023-04-23,2024-04-22,gekündigt
2709,2023-04-24,,aktiv
2710,2023-04-25,2024-04-24,abgelaufen
2711,2023-04-26,2024-04-25,gekündigt
2712,2023-04-27,,aktiv
2713,2023-04-28,2024-04-27,abgelaufen
2714,2023-04-29,2024-04-28,gekündigt
2715,2023-04-30,,aktiv
2716,2023-05-01,2024-04-30,abgelaufen
2717,2023-05-02,2024-05-01,gekündigt
2718,2023-05-03,,aktiv
2719,2023-05-04,2024-05-03,abgelaufen
2720,2023-05-05,2024-05-04,gekündigt
2721,2023-05-06,,aktiv
2722,2023-05-07,2024-05-06,abgelaufen
2723,2023-05-08,2024-05-07,gekündigt
2724,2023-05-09,,aktiv
2725,2023-05-10,2024-05-09,abgelaufen
2726,2023-05-11,2024-05-10,gekündigt
2727,2023-05-12,,aktiv
2728,2023-05-13,2024-05-12,abgelaufen
2729,2023-05-14,2024-05-13,gekündigt
2730,2023-05-15,,aktiv
2731,2023-05-16,2024-05-15,abgelaufen
2732,2023-05-17,2024-05-16,gekündigt
2733,2023-05-18,,aktiv
2734,2023-05-19,2024-05-18,abgelaufen
2735,2023-05-20,2024-05-19,gekündigt
2736,2023-05-21,,aktiv
2737,2023-05-22,2024-05-21,abgelaufen
2738,2023-05-23,2024-05-22,gekündigt
2739,2023-05-24,,aktiv
2740,2023-05-25,2024-05-24,abgelaufen
2741,2023-05-26,2024-05-25,gekündigt
2742,2023-05-27,,aktiv
2743,2023-05-28,2024-05-27,abgelaufen
2744,2023-05-29,2024-05-28,gekündigt
2745,2023-05-30,,aktiv
2746,2023-05-31,2024-05-30,abgelaufen
2747,2023-06-01,2024-05-31,gekündigt
2748,2023-06-02,,aktiv
2749,2023-06-03,2024-06-02,abgelaufen
2750,2023-06-04,2024-06-03,gekündigt
2751,2023-06-05,,aktiv
2752,2023-06-06,2024-06-05,abgelaufen
2753,2023-06-07,2024-06-06,gekündigt
2754,2023-06-08,,aktiv
2755,2023-06-09,2024-06-08,abgelaufen
2756,2023-06-10,2024-06-09,gekündigt
2757,2023-06-11,,aktiv
2758,2023-06-12,2024-06-11,abgelaufen
2759,2023-06-13,2024-06-12,gekündigt
2760,2023-06-14,,aktiv
2761,2023-06-15,2024-06-14,abgelaufen
2762,2023-06-16,2024-06-15,gekündigt
2763,2023-06-17,,aktiv
2764,2023-06-18,2024-06-17,abgelaufen
2765,2023-06-19,2024-06-18,gekündigt
2766,2023-06-20,,aktiv
2767,2023-06-21,2024-06-20,abgelaufen
2768,2023-06-22,2024-06-21,gekündigt
2769,2023-06-23,,aktiv
2770,2023-06-24,2024-06-23,abgelaufen
2771,2023-06-25,2024-06-24,gekündigt
2772,2023-06-26,,aktiv
2773,2023-06-27,2024-06-26,abgelaufen
2774,2023-06-28,2024-06-27,gekündigt
2775,2023-06-29,,aktiv
2776,2023-06-30,2024-06-29,abgelaufen
2777,2023-07-01,2024-06-30,gekündigt
2778,2023-07-02,,aktiv
2779,2023-07-03,2024-07-02,abgelaufen
2780,2023-07-04,2024-07-03,gekündigt
2781,2023-07-05,,aktiv
2782,2023-07-06,2024-07-05,abgelaufen
2783,2023-07-07,2024-07-06,gekündigt
2784,2023-07-08,,aktiv
2785,2023-07-09,2024-07-08,abgelaufen
2786,2023-07-10,2024-07-09,gekündigt
2787,2023-07-11,,aktiv
2788,2023-07-12,2024-07-11,abgelaufen
2789,2023-07-13,2024-07-12,gekündigt
2790,2023-07-14,,aktiv
2791,2023-07-15,2024-07-14,abgelaufen
2792,2023-07-16,2024-07-15,gekündigt
2793,2023-07-17,,aktiv
2794,2023-07-18,2024-07-17,abgelaufen
2795,2023-07-19,2024-07-18,gekündigt
2796,2023-07-20,,aktiv
2797,2023-07-21,2024-07-20,abgelaufen
2798,2023-07-22,2024-07-21,gekündigt
2799,2023-07-23,,aktiv
2800,2023-07-24,2024-07-23,abgelaufen
2801,2023-07-25,2024-07-24,gekündigt
2802,2023-07-26,,aktiv
2803,2023-07-27,2024-07-26,abgelaufen
2804,2023-07-28,2024-07-27,gekündigt
2805,2023-07-29,,aktiv
2806,2023-07-30,2024-07-29,abgelaufen
2807,2023-07-31,2024-07-30,gekündigt
2808,2023-08-01,,aktiv
2809,2023-08-02,2024-08-01,abgelaufen
2810,2023-08-03,2024-08-02,gekündigt
2811,2023-08-04,,aktiv
2812,2023-08-05,2024-08-04,abgelaufen
2813,2023-08-06,2024-08-05,gekündigt
2814,2023-08-07,,aktiv
2815,2023-08-08,2024-08-07,abgelaufen
2816,2023-08-09,2024-08-08,gekündigt
2817,2023-08-10,,aktiv
2818,2023-08-11,2024-08-10,abgelaufen
2819,2023-08-12,2024-08-11,gekündigt
2820,2023-08-13,,aktiv
2821,2023-08-14,2024-08-13,abgelaufen
2822,2023-08-15,2024-08-14,gekündigt
2823,2023-08-16,,aktiv
2824,2023-08-17,2024-08-16,abgelaufen
2825,2023-08-18,2024-08-17,gekündigt
2826,2023-08-19,,aktiv
2827,2023-08-20,2024-08-19,abgelaufen
2828,2023-08-21,2024-08-20,gekündigt
2829,2023-08-22,,aktiv
2830,2023-08-23,2024-08-22,abgelaufen
2831,2023-08-24,2024-08-23,gekündigt
2832,2023-08-25,,aktiv
2833,2023-08-26,2024-08-25,abgelaufen
2834,2023-08-27,2024-08-26,gekündigt
2835,2023-08-28,,aktiv
2836,2023-08-29,2024-08-28,abgelaufen
2837,2023-08-30,2024-08-29,gekündigt
2838,2023-08-31,,aktiv
2839,2023-09-01,2024-08-31,abgelaufen
2840,2023-09-02,2024-09-01,gekündigt
2841,2023-09-03,,aktiv
2842,2023-09-04,2024-09-03,abgelaufen
2843,2023-09-05,2024-09-04,gekündigt
2844,2023-09-06,,aktiv
2845,2023-09-07,2024-09-06,abgelaufen
2846,2023-09-08,2024-09-07,gekündigt
2847,2023-09-09,,aktiv
2848,2023-09-10,2024-09-09,abgelaufen
2849,2023-09-11,2024-09-10,gekündigt
2850,2023-09-12,,aktiv
2851,2023-09-13,2024-09-12,abgelaufen
2852,2023-09-14,2024-09-13,gekündigt
2853,2023-09-15,,aktiv
2854,2023-09-16,2024-09-15,abgelaufen
2855,2023-09-17,2024-09-16,gekündigt
2856,2023-09-18,,aktiv
2857,2023-09-19,2024-09-18,abgelaufen
2858,2023-09-20,2024-09-19,gekündigt
2859,2023-09-21,,aktiv
2860,2023-09-22,2024-09-21,abgelaufen
2861,2023-09-23,2024-09-22,gekündigt
2862,2023-09-24,,aktiv
2863,2023-09-25,2024-09-24,abgelaufen
2864,2023-09-26,2024-09-25,gekündigt
2865,2023-09-27,,aktiv
2866,2023-09-28,2024-09-27,abgelaufen
2867,2023-09-29,2024-09-28,gekündigt
2868,2023-09-30,,aktiv
2869,2023-10-01,2024-09-30,abgelaufen
2870,2023-10-02,2024-10-01,gekündigt
2871,2023-10-03,,aktiv
2872,2023-10-04,2024-10-03,abgelaufen
2873,2023-10-05,2024-10-04,gekündigt
2874,2023-10-06,,aktiv
2875,2023-10-07,2024-10-06,abgelaufen
2876,2023-10-08,2024-10-07,gekündigt
2877,2023-10-09,,aktiv
2878,2023-10-10,2024-10-09,abgelaufen
2879,2023-10-11,2024-10-10,gekündigt
2880,2023-10-12,,aktiv
2881,2023-10-13,2024-10-12,abgelaufen
2882,2023-10-14,2024-10-13,gekündigt
2883,2023-10-15,,aktiv
2884,2023-10-16,2024-10-15,abgelaufen
2885,2023-10-17,2024-10-16,gekündigt
2886,2023-10-18,,aktiv
2887,2023-10-19,2024-10-18,abgelaufen
2888,2023-10-20,2024-10-19,gekündigt
2889,2023-10-21,,aktiv
2890,2023-10-22,2024-10-21,abgelaufen
2891,2023-10-23,2024-10-22,gekündigt
2892,2023-10-24,,aktiv
2893,2023-10-25,2024-10-24,abgelaufen
2894,2023-10-26,2024-10-25,gekündigt
2895,2023-10-27,,aktiv
2896,2023-10-28,2024-10-27,abgelaufen
2897,2023-10-29,2024-10-28,gekündigt
2898,2023-10-30,,aktiv
2899,2023-10-31,2024-10-30,abgelaufen
2900,2023-11-01,2024-10-31,gekündigt
2901,2023-11-02,,aktiv
2902,2023-11-03,2024-11-02,abgelaufen
2903,2023-11-04,2024-11-03,gekündigt
2904,2023-11-05,,aktiv
2905,2023-11-06,2024-11-05,abgelaufen
2906,2023-11-07,2024-11-06,gekündigt
2907,2023-11-08,,aktiv
2908,2023-11-09,2024-11-08,abgelaufen
2909,2023-11-10,2024-11-09,gekündigt
2910,2023-11-11,,aktiv
2911,2023-11-12,2024-11-11,abgelaufen
2912,2023-11-13,2024-11-12,gekündigt
2913,2023-11-14,,aktiv
2914,2023-11-15,2024-11-14,abgelaufen
2915,2023-11-16,2024-11-15,gekündigt
2916,2023-11-17,,aktiv
2917,2023-11-18,2024-11-17,abgelaufen
2918,2023-11-19,2024-11-18,gekündigt
2919,2023-11-20,,aktiv
2920,2023-11-21,2024-11-20,abgelaufen
2921,2023-11-22,2024-11-21,gekündigt
2922,2023-11-23,,aktiv
2923,2023-11-24,2024-11-23,abgelaufen
2924,2023-11-25,2024-11-24,gekündigt
2925,2023-11-26,,aktiv
2926,2023-11-27,2024-11-26,abgelaufen
2927,2023-11-28,2024-11-27,gekündigt
2928,2023-11-29,,aktiv
2929,2023-11-30,2024-11-29,abgelaufen
2930,2023-12-01,2024-11-30,gekündigt
2931,2023-12-02,,aktiv
2932,2023-12-03,2024-12-02,abgelaufen
2933,2023-12-04,2024-12-03,gekündigt
2934,2023-12-05,,aktiv
2935,2023-12-06,2024-12-05,abgelaufen
2936,2023-12-07,2024-12-06,gekündigt
2937,2023-12-08,,aktiv
2938,2023-12-09,2024-12-08,abgelaufen
2939,2023-12-10,2024-12-09,gekündigt
2940,2023-12-11,,aktiv
2941,2023-12-12,2024-12-11,abgelaufen
2942,2023-12-13,2024-12-12,gekündigt
2943,2023-12-14,,aktiv
2944,2023-12-15,2024-12-14,abgelaufen
2945,2023-12-16,2024-12-15,gekündigt
2946,2023-12-17,,aktiv
2947,2023-12-18,2024-12-17,abgelaufen
2948,2023-12-19,2024-12-18,gekündigt
2949,2023-12-20,,aktiv
2950,2023-12-21,2024-12-20,abgelaufen
2951,2023-12-22,2024-12-21,gekündigt
2952,2023-12-23,,aktiv
2953,2023-12-24,2024-12-23,abgelaufen
2954,2023-12-25,2024-12-24,gekündigt
2955,2023-12-26,,aktiv
2956,2023-12-27,2024-12-26,abgelaufen
2957,2023-12-28,2024-12-27,gekündigt
2958,2023-12-29,,aktiv
2959,2023-12-30,2024-12-29,abgelaufen
2960,2023-12-31,2024-12-30,gekündigt
2961,2024-01-01,,aktiv
2962,2024-01-02,2025-01-01,abgelaufen
2963,2024-01-03,2025-01-02,gekündigt
2964,2024-01-04,,aktiv
2965,2024-01-05,2025-01-04,abgelaufen
2966,2024-01-06,2025-01-05,gekündigt
2967,2024-01-07,,aktiv
2968,2024-01-08,2025-01-07,abgelaufen
2969,2024-01-09,2025-01-08,gekündigt
2970,2024-01-10,,aktiv
2971,2024-01-11,2025-01-10,abgelaufen
2972,2024-01-12,2025-01-11,gekündigt
2973,2024-01-13,,aktiv
2974,2024-01-14,2025-01-13,abgelaufen
2975,2024-01-15,2025-01-14,gekündigt
2976,2024-01-16,,aktiv
2977,2024-01-17,2025-01-16,abgelaufen
2978,2024-01-18,2025-01-17,gekündigt
2979,2024-01-19,,aktiv
2980,2024-01-20,2025-01-19,abgelaufen
2981,2024-01-21,2025-01-20,gekündigt
2982,2024-01-22,,aktiv
2983,2024-01-23,2025-01-22,abgelaufen
2984,2024-01-24,2025-01-23,gekündigt
2985,2024-01-25,,aktiv
2986,2024-01-26,2025-01-25,abgelaufen
2987,2024-01-27,2025-01-26,gekündigt
2988,2024-01-28,,aktiv
2989,2024-01-29,2025-01-28,abgelaufen
2990,2024-01-30,2025-01-29,gekündigt
2991,2024-01-31,,aktiv
2992,2024-02-01,2025-01-31,abgelaufen
2993,2024-02-02,2025-02-01,gekündigt
2994,2024-02-03,,aktiv
2995,2024-02-04,2025-02-03,abgelaufen
2996,2024-02-05,2025-02-04,gekündigt
2997,2024-02-06,,aktiv
2998,2024-02-07,2025-02-06,abgelaufen
2999,2024-02-08,2025-02-07,gekündigt
3000,2020-01-01,,aktiv
3001,2020-01-02,2021-01-01,abgelaufen
3002,2020-01-03,2021-01-02,gekündigt
3003,2020-01-04,,aktiv
3004,2020-01-05,2021-01-04,abgelaufen
3005,2020-01-06,2021-01-05,gekündigt
3006,2020-01-07,,aktiv
3007,2020-01-08,2021-01-07,abgelaufen
3008,2020-01-09,2021-01-08,gekündigt
3009,2020-01-10,,aktiv
3010,2020-01-11,2021-01-10,abgelaufen
3011,2020-01-12,2021-01-11,gekündigt
3012,2020-01-13,,aktiv
3013,2020-01-14,2021-01-13,abgelaufen
3014,2020-01-15,2021-01-14,gekündigt
3015,2020-01-16,,aktiv
3016,2020-01-17,2021-01-16,abgelaufen
3017,2020-01-18,2021-01-17,gekündigt
3018,2020-01-19,,aktiv
3019,2020-01-20,2021-01-19,abgelaufen
3020,2020-01-21,2021-01-20,gekündigt
3021,2020-01-22,,aktiv
3022,2020-01-23,2021-01-22,abgelaufen
3023,2020-01-24,2021-01-23,gekündigt
3024,2020-01-25,,aktiv
3025,2020-01-26,2021-01-25,abgelaufen
3026,2020-01-27,2021-01-26,gekündigt
3027,2020-01-28,,aktiv
3028,2020-01-29,2021-01-28,abgelaufen
3029,2020-01-30,2021-01-29,gekündigt
3030,2020-01-31,,aktiv
3031,2020-02-01,2021-01-31,abgelaufen
3032,2020-02-02,2021-02-01,gekündigt
3033,2020-02-03,,aktiv
3034,2020-02-04,2021-02-03,abgelaufen
3035,2020-02-05,2021-02-04,gekündigt
3036,2020-02-06,,aktiv
3037,2020-02-07,2021-02-06,abgelaufen
3038,2020-02-08,2021-02-07,gekündigt
3039,2020-02-09,,aktiv
3040,2020-02-10,2021-02-09,abgelaufen
3041,2020-02-11,2021-02-10,gekündigt
3042,2020-02-12,,aktiv
3043,2020-02-13,2021-02-12,abgelaufen
3044,2020-02-14,2021-02-13,gekündigt
3045,2020-02-15,,aktiv
3046,2020-02-16,2021-02-15,abgelaufen
3047,2020-02-17,2021-02-16,gekündigt
3048,2020-02-18,,aktiv
3049,2020-02-19,2021-02-18,abgelaufen
3050,2020-02-20,2021-02-19,gekündigt
3051,2020-02-21,,aktiv
3052,2020-02-22,2021-02-21,abgelaufen
3053,2020-02-23,2021-02-22,gekündigt
3054,2020-02-24,,aktiv
3055,2020-02-25,2021-02-24,abgelaufen
3056,2020-02-26,2021-02-25,gekündigt
3057,2020-02-27,,aktiv
3058,2020-02-28,2021-02-27,abgelaufen
3059,2020-02-29,2021-02-28,gekündigt
3060,2020-03-01,,aktiv
3061,2020-03-02,2021-03-02,abgelaufen
3062,2020-03-03,2021-03-03,gekündigt
3063,2020-03-04,,aktiv
3064,2020-03-05,2021-03-05,abgelaufen
3065,2020-03-06,2021-03-06,gekündigt
3066,2020-03-07,,aktiv
3067,2020-03-08,2021-03-08,abgelaufen
3068,2020-03-09,2021-03-09,gekündigt
3069,2020-03-10,,aktiv
3070,2020-03-11,2021-03-11,abgelaufen
3071,2020-03-12,2021-03-12,gekündigt
3072,2020-03-13,,aktiv
3073,2020-03-14,2021-03-14,abgelaufen
3074,2020-03-15,2021-03-15,gekündigt
3075,2020-03-16,,aktiv
3076,2020-03-17,2021-03-17,abgelaufen
3077,2020-03-18,2021-03-18,gekündigt
3078,2020-03-19,,aktiv
3079,2020-03-20,2021-03-20,abgelaufen
3080,2020-03-21,2021-03-21,gekündigt
3081,2020-03-22,,aktiv
3082,2020-03-23,2021-03-23,abgelaufen
3083,2020-03-24,2021-03-24,gekündigt
3084,2020-03-25,,aktiv
3085,2020-03-26,2021-03-26,abgelaufen
3086,2020-03-27,2021-03-27,gekündigt
3087,2020-03-28,,aktiv
3088,2020-03-29,2021-03-29,abgelaufen
3089,2020-03-30,2021-03-30,gekündigt
3090,2020-03-31,,aktiv
3091,2020-04-01,2021-04-01,abgelaufen
3092,2020-04-02,2021-04-02,gekündigt
3093,2020-04-03,,aktiv
3094,2020-04-04,2021-04-04,abgelaufen
3095,2020-04-05,2021-04-05,gekündigt
3096,2020-04-06,,aktiv
3097,2020-04-07,2021-04-07,abgelaufen
3098,2020-04-08,2021-04-08,gekündigt
3099,2020-04-09,,aktiv
3100,2020-04-10,2021-04-10,abgelaufen
3101,2020-04-11,2021-04-11,gekündigt
3102,2020-04-12,,aktiv
3103,2020-04-13,2021-04-13,abgelaufen
3104,2020-04-14,2021-04-14,gekündigt
3105,2020-04-15,,aktiv
3106,2020-04-16,2021-04-16,abgelaufen
3107,2020-04-17,2021-04-17,gekündigt
3108,2020-04-18,,aktiv
3109,2020-04-19,2021-04-19,abgelaufen
3110,2020-04-20,2021-04-20,gekündigt
3111,2020-04-21,,aktiv
3112,2020-04-22,2021-04-22,abgelaufen
3113,2020-04-23,2021-04-23,gekündigt
3114,2020-04-24,,aktiv
3115,2020-04-25,2021-04-25,abgelaufen
3116,2020-04-26,2021-04-26,gekündigt
3117,2020-04-27,,aktiv
3118,2020-04-28,2021-04-28,abgelaufen
3119,2020-04-29,2021-04-29,gekündigt
3120,2020-04-30,,aktiv
3121,2020-05-01,2021-05-01,abgelaufen
3122,2020-05-02,2021-05-02,gekündigt
3123,2020-05-03,,aktiv
3124,2020-05-04,2021-05-04,abgelaufen
3125,2020-05-05,2021-05-05,gekündigt
3126,2020-05-06,,aktiv
3127,2020-05-07,2021-05-07,abgelaufen
3128,2020-05-08,2021-05-08,gekündigt
3129,2020-05-09,,aktiv
3130,2020-05-10,2021-05-10,abgelaufen
3131,2020-05-11,2021-05-11,gekündigt
3132,2020-05-12,,aktiv
3133,2020-05-13,2021-05-13,abgelaufen
3134,2020-05-14,2021-05-14,gekündigt
3135,2020-05-15,,aktiv
3136,2020-05-16,2021-05-16,abgelaufen
3137,2020-05-17,2021-05-17,gekündigt
3138,2020-05-18,,aktiv
3139,2020-05-19,2021-05-19,abgelaufen
3140,2020-05-20,2021-05-20,gekündigt
3141,2020-05-21,,aktiv
3142,2020-05-22,2021-05-22,abgelaufen
3143,2020-05-23,2021-05-23,gekündigt
3144,2020-05-24,,aktiv
3145,2020-05-25,2021-05-25,abgelaufen
3146,2020-05-26,2021-05-26,gekündigt
3147,2020-05-27,,aktiv
3148,2020-05-28,2021-05-28,abgelaufen
3149,2020-05-29,2021-05-29,gekündigt
3150,2020-05-30,,aktiv
3151,2020-05-31,2021-05-31,abgelaufen
3152,2020-06-01,2021-06-01,gekündigt
3153,2020-06-02,,aktiv
3154,2020-06-03,2021-06-03,abgelaufen
3155,2020-06-04,2021-06-04,gekündigt
3156,2020-06-05,,aktiv
3157,2020-06-06,2021-06-06,abgelaufen
3158,2020-06-07,2021-06-07,gekündigt
3159,2020-06-08,,aktiv
3160,2020-06-09,2021-06-09,abgelaufen
3161,2020-06-10,2021-06-10,gekündigt
3162,2020-06-11,,aktiv
3163,2020-06-12,2021-06-12,abgelaufen
3164,2020-06-13,2021-06-13,gekündigt
3165,2020-06-14,,aktiv
3166,2020-06-15,2021-06-15,abgelaufen
3167,2020-06-16,2021-06-16,gekündigt
3168,2020-06-17,,aktiv
3169,2020-06-18,2021-06-18,abgelaufen
3170,2020-06-19,2021-06-19,gekündigt
3171,2020-06-20,,aktiv
3172,2020-06-21,2021-06-21,abgelaufen
3173,2020-06-22,2021-06-22,gekündigt
3174,2020-06-23,,aktiv
3175,2020-06-24,2021-06-24,abgelaufen
3176,2020-06-25,2021-06-25,gekündigt
3177,2020-06-26,,aktiv
3178,2020-06-27,2021-06-27,abgelaufen
3179,2020-06-28,2021-06-28,gekündigt
3180,2020-06-29,,aktiv
3181,2020-06-30,2021-06-30,abgelaufen
3182,2020-07-01,2021-07-01,gekündigt
3183,2020-07-02,,aktiv
3184,2020-07-03,2021-07-03,abgelaufen
3185,2020-07-04,2021-07-04,gekündigt
3186,2020-07-05,,aktiv
3187,2020-07-06,2021-07-06,abgelaufen
3188,2020-07-07,2021-07-07,gekündigt
3189,2020-07-08,,aktiv
3190,2020-07-09,2021-07-09,abgelaufen
3191,2020-07-10,2021-07-10,gekündigt
3192,2020-07-11,,aktiv
3193,2020-07-12,2021-07-12,abgelaufen
3194,2020-07-13,2021-07-13,gekündigt
3195,2020-07-14,,aktiv
3196,2020-07-15,2021-07-15,abgelaufen
3197,2020-07-16,2021-07-16,gekündigt
3198,2020-07-17,,aktiv
3199,2020-07-18,2021-07-18,abgelaufen
3200,2020-07-19,2021-07-19,gekündigt
3201,2020-07-20,,aktiv
3202,2020-07-21,2021-07-21,abgelaufen
3203,2020-07-22,2021-07-22,gekündigt
3204,2020-07-23,,aktiv
3205,2020-07-24,2021-07-24,abgelaufen
3206,2020-07-25,2021-07-25,gekündigt
3207,2020-07-26,,aktiv
3208,2020-07-27,2021-07-27,abgelaufen
3209,2020-07-28,2021-07-28,gekündigt
3210,2020-07-29,,aktiv
3211,2020-07-30,2021-07-30,abgelaufen
3212,2020-07-31,2021-07-31,gekündigt
3213,2020-08-01,,aktiv
3214,2020-08-02,2021-08-02,abgelaufen
3215,2020-08-03,2021-08-03,gekündigt
3216,2020-08-04,,aktiv
3217,2020-08-05,2021-08-05,abgelaufen
3218,2020-08-06,2021-08-06,gekündigt
3219,2020-08-07,,aktiv
3220,2020-08-08,2021-08-08,abgelaufen
3221,2020-08-09,2021-08-09,gekündigt
3222,2020-08-10,,aktiv
3223,2020-08-11,2021-08-11,abgelaufen
3224,2020-08-12,2021-08-12,gekündigt
3225,2020-08-13,,aktiv
3226,2020-08-14,2021-08-14,abgelaufen
3227,2020-08-15,2021-08-15,gekündigt
3228,2020-08-16,,aktiv
3229,2020-08-17,2021-08-17,abgelaufen
3230,2020-08-18,2021-08-18,gekündigt
3231,2020-08-19,,aktiv
3232,2020-08-20,2021-08-20,abgelaufen
3233,2020-08-21,2021-08-21,gekündigt
3234,2020-08-22,,aktiv
3235,2020-08-23,2021-08-23,abgelaufen
3236,2020-08-24,2021-08-24,gekündigt
3237,2020-08-25,,aktiv
3238,2020-08-26,2021-08-26,abgelaufen
3239,2020-08-27,2021-08-27,gekündigt
3240,2020-08-28,,aktiv
3241,2020-08-29,2021-08-29,abgelaufen
3242,2020-08-30,2021-08-30,gekündigt
3243,2020-08-31,,aktiv
3244,2020-09-01,2021-09-01,abgelaufen
3245,2020-09-02,2021-09-02,gekündigt
3246,2020-09-03,,aktiv
3247,2020-09-04,2021-09-04,abgelaufen
3248,2020-09-05,2021-09-05,gekündigt
3249,2020-09-06,,aktiv
3250,2020-09-07,2021-09-07,abgelaufen
3251,2020-09-08,2021-09-08,gekündigt
3252,2020-09-09,,aktiv
3253,2020-09-10,2021-09-10,abgelaufen
3254,2020-09-11,2021-09-11,gekündigt
3255,2020-09-12,,aktiv
3256,2020-09-13,2021-09-13,abgelaufen
3257,2020-09-14,2021-09-14,gekündigt
3258,2020-09-15,,aktiv
3259,2020-09-16,2021-09-16,abgelaufen
3260,2020-09-17,2021-09-17,gekündigt
3261,2020-09-18,,aktiv
3262,2020-09-19,2021-09-19,abgelaufen
3263,2020-09-20,2021-09-20,gekündigt
3264,2020-09-21,,aktiv
3265,2020-09-22,2021-09-22,abgelaufen
3266,2020-09-23,2021-09-23,gekündigt
3267,2020-09-24,,aktiv
3268,2020-09-25,2021-09-25,abgelaufen
3269,2020-09-26,2021-09-26,gekündigt
3270,2020-09-27,,aktiv
3271,2020-09-28,2021-09-28,abgelaufen
3272,2020-09-29,2021-09-29,gekündigt
3273,2020-09-30,,aktiv
3274,2020-10-01,2021-10-01,abgelaufen
3275,2020-10-02,2021-10-02,gekündigt
3276,2020-10-03,,aktiv
3277,2020-10-04,2021-10-04,abgelaufen
3278,2020-10-05,2021-10-05,gekündigt
3279,2020-10-06,,aktiv
3280,2020-10-07,2021-10-07,abgelaufen
3281,2020-10-08,2021-10-08,gekündigt
3282,2020-10-09,,aktiv
3283,2020-10-10,2021-10-10,abgelaufen
3284,2020-10-11,2021-10-11,gekündigt
3285,2020-10-12,,aktiv
3286,2020-10-13,2021-10-13,abgelaufen
3287,2020-10-14,2021-10-14,gekündigt
3288,2020-10-15,,aktiv
3289,2020-10-16,2021-10-16,abgelaufen
3290,2020-10-17,2021-10-17,gekündigt
3291,2020-10-18,,aktiv
3292,2020-10-19,2021-10-19,abgelaufen
3293,2020-10-20,2021-10-20,gekündigt
3294,2020-10-21,,aktiv
3295,2020-10-22,2021-10-22,abgelaufen
3296,2020-10-23,2021-10-23,gekündigt
3297,2020-10-24,,aktiv
3298,2020-10-25,2021-10-25,abgelaufen
3299,2020-10-26,2021-10-26,gekündigt
3300,2020-10-27,,aktiv
3301,2020-10-28,2021-10-28,abgelaufen
3302,2020-10-29,2021-10-29,gekündigt
3303,2020-10-30,,aktiv
3304,2020-10-31,2021-10-31,abgelaufen
3305,2020-11-01,2021-11-01,gekündigt
3306,2020-11-02,,aktiv
3307,2020-11-03,2021-11-03,abgelaufen
3308,2020-11-04,2021-11-04,gekündigt
3309,2020-11-05,,aktiv
3310,2020-11-06,2021-11-06,abgelaufen
3311,2020-11-07,2021-11-07,gekündigt
3312,2020-11-08,,aktiv
3313,2020-11-09,2021-11-09,abgelaufen
3314,2020-11-10,2021-11-10,gekündigt
3315,2020-11-11,,aktiv
3316,2020-11-12,2021-11-12,abgelaufen
3317,2020-11-13,2021-11-13,gekündigt
3318,2020-11-14,,aktiv
3319,2020-11-15,2021-11-15,abgelaufen
3320,2020-11-16,2021-11-16,gekündigt
3321,2020-11-17,,aktiv
3322,2020-11-18,2021-11-18,abgelaufen
3323,2020-11-19,2021-11-19,gekündigt
3324,2020-11-20,,aktiv
3325,2020-11-21,2021-11-21,abgelaufen
3326,2020-11-22,2021-11-22,gekündigt
3327,2020-11-23,,aktiv
3328,2020-11-24,2021-11-24,abgelaufen
3329,2020-11-25,2021-11-25,gekündigt
3330,2020-11-26,,aktiv
3331,2020-11-27,2021-11-27,abgelaufen
3332,2020-11-28,2021-11-28,gekündigt
3333,2020-11-29,,aktiv
3334,2020-11-30,2021-11-30,abgelaufen
3335,2020-12-01,2021-12-01,gekündigt
3336,2020-12-02,,aktiv
3337,2020-12-03,2021-12-03,abgelaufen
3338,2020-12-04,2021-12-04,gekündigt
3339,2020-12-05,,aktiv
3340,2020-12-06,2021-12-06,abgelaufen
3341,2020-12-07,2021-12-07,gekündigt
3342,2020-12-08,,aktiv
3343,2020-12-09,2021-12-09,abgelaufen
3344,2020-12-10,2021-12-10,gekündigt
3345,2020-12-11,,aktiv
3346,2020-12-12,2021-12-12,abgelaufen
3347,2020-12-13,2021-12-13,gekündigt
3348,2020-12-14,,aktiv
3349,2020-12-15,2021-12-15,abgelaufen
3350,2020-12-16,2021-12-16,gekündigt
3351,2020-12-17,,aktiv
3352,2020-12-18,2021-12-18,abgelaufen
3353,2020-12-19,2021-12-19,gekündigt
3354,2020-12-20,,aktiv
3355,2020-12-21,2021-12-21,abgelaufen
3356,2020-12-22,2021-12-22,gekündigt
3357,2020-12-23,,aktiv
3358,2020-12-24,2021-12-24,abgelaufen
3359,2020-12-25,2021-12-25,gekündigt
3360,2020-12-26,,aktiv
3361,2020-12-27,2021-12-27,abgelaufen
3362,2020-12-28,2021-12-28,gekündigt
3363,2020-12-29,,aktiv
3364,2020-12-30,2021-12-30,abgelaufen
3365,2020-12-31,2021-12-31,gekündigt
3366,2021-01-01,,aktiv
3367,2021-01-02,2022-01-02,abgelaufen
3368,2021-01-03,2022-01-03,gekündigt
3369,2021-01-04,,aktiv
