Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
647c44edc490,2020-09-22,2021-09-22,gekündigt
b5ccdfcb1c4a,2023-02-28,2024-02-28,abgelaufen
1838ed49a098,2023-08-22,2024-08-21,gekündigt
4195849444bb,2020-10-10,2021-10-10,abgelaufen
5ec35c6b4ebf,2024-12-26,,aktiv
913971a687dd,2022-01-10,,aktiv
908011417eb2,2022-05-31,,aktiv
e5f1b463a2db,2024-10-17,,aktiv
b5515c4f635d,2020-07-26,2021-07-26,gekündigt
a3104715e43d,2021-02-18,2022-02-18,abgelaufen
2561a6886fd1,2021-08-08,2022-08-08,abgelaufen
598bd8e4d582,2021-09-05,,aktiv
087ec0d3820f,2024-09-26,2025-09-26,abgelaufen
6b245630dc11,2024-05-09,2025-05-09,abgelaufen
96c42a71219b,2022-09-30,,aktiv
e2fb93c3cc77,2023-03-20,,aktiv
7b656f574b44,2024-05-11,2025-05-11,gekündigt
90dccb323e9f,2021-05-05,,aktiv
f8a4b99c11b8,2020-03-23,2021-03-23,gekündigt
cd4857437bde,2024-07-20,2025-07-20,abgelaufen
7e044ed072d9,2024-07-24,2025-07-24,abgelaufen
99c66258f579,2020-11-27,,aktiv
54b030951b99,2020-10-18,,aktiv
f391aa46f5b0,2022-05-26,,aktiv
53aaafa1c840,2023-06-08,,aktiv
33bd0fe25e50,2022-10-13,,aktiv
cd4255cbad57,2023-08-26,,aktiv
136267dad54e,2020-06-23,,aktiv
e15a5953880b,2024-03-18,2025-03-18,gekündigt
6d31c85c0852,2022-01-30,2023-01-30,gekündigt
f6e3aaef616d,2020-12-14,2021-12-14,gekündigt
ed141ec87306,2023-10-27,2024-10-26,abgelaufen
d359cf5e73ae,2020-03-01,2021-03-01,abgelaufen
7a8e8da781bf,2021-04-25,2022-04-25,abgelaufen
9cc0107063c4,2024-09-27,,aktiv
4d919e243177,2022-11-22,2023-11-22,gekündigt
dc311eb7c9b6,2024-11-30,2025-11-30,gekündigt
e829b8eb72cc,2022-05-25,2023-05-25,gekündigt
91d60b1c5231,2024-11-02,2025-11-02,gekündigt
c423163f607a,2023-06-14,,aktiv
6779d092f157,2021-11-12,2022-11-12,abgelaufen
16bfabd9ed4f,2023-05-26,2024-05-25,gekündigt
14d595614e95,2020-08-08,2021-08-08,abgelaufen
0148fae2e3cf,2020-05-02,2021-05-02,gekündigt
2435e3c325cb,2024-11-16,2025-11-16,abgelaufen
ad8de1091fff,2022-09-24,2023-09-24,gekündigt
0059c4beb2eb,2020-10-07,,aktiv
e1964835b199,2020-04-06,2021-04-06,gekündigt
b2be09880a54,2024-10-18,2025-10-18,gekündigt
25af51f61ce9,2021-05-27,2022-05-27,gekündigt
f44b43e035c3,2021-01-26,2022-01-26,abgelaufen
caddfa1096c0,2023-11-05,,aktiv
34ef7b2ef5a1,2024-06-12,2025-06-12,gekündigt
d5bac00ddaf5,2024-06-26,2025-06-26,gekündigt
985f02792807,2023-02-16,,aktiv
2d424347d558,2024-05-02,,aktiv
be02e147a2aa,2020-11-25,2021-11-25,gekündigt
193bacf5e092,2024-09-11,,aktiv
e726afc7e1b0,2024-07-10,,aktiv
4b6efb21c7e5,2022-04-28,2023-04-28,gekündigt
2215be031865,2022-02-28,,aktiv
2bc1dff49d69,2024-06-12,,aktiv
8a201697dd02,2022-08-09,2023-08-09,gekündigt
d6b2fdc25786,2023-08-25,2024-08-24,gekündigt
c2de52275c8c,2022-02-15,2023-02-15,abgelaufen
fa5c872916b4,2022-08-19,2023-08-19,gekündigt
1be1cbad69ad,2020-08-13,2021-08-13,gekündigt
f4c623848873,2023-10-03,2024-10-02,abgelaufen
ea7c7314778a,2021-03-24,2022-03-24,abgelaufen
a31a6dc829dd,2022-08-23,2023-08-23,gekündigt
ec210445c860,2023-11-11,2024-11-10,gekündigt
6f28c6611ab3,2024-07-09,2025-07-09,gekündigt
96e4dd0011eb,2024-02-18,,aktiv
e75d38f2924e,2021-12-23,,aktiv
3d43c62855ee,2020-09-06,,aktiv
c44e6f94776e,2021-04-05,,aktiv
cadd60a19d48,2022-05-16,2023-05-16,abgelaufen
36091b905fc7,2023-07-28,2024-07-27,abgelaufen
b12689d1678a,2020-01-29,2021-01-28,gekündigt
c16499f3fefd,2023-07-18,2024-07-17,abgelaufen
d8e08ada33ca,2021-05-05,2022-05-05,gekündigt
6ecf2205d837,2021-12-08,,aktiv
e2876ee332df,2021-09-11,2022-09-11,gekündigt
42726f08f230,2020-10-03,2021-10-03,abgelaufen
cc5c0db7481a,2021-11-09,2022-11-09,gekündigt
514d29dbfa43,2024-10-29,2025-10-29,abgelaufen
a4f59db51889,2020-03-13,2021-03-13,gekündigt
1a6478570fb1,2022-12-04,,aktiv
d418bc76f905,2022-08-27,2023-08-27,gekündigt
221cc94b739d,2021-05-06,,aktiv
473f6667cc31,2022-03-14,2023-03-14,gekündigt
0215686e57a9,2023-01-16,2024-01-16,abgelaufen
5dda81d46bdb,2024-08-22,2025-08-22,gekündigt
483eb15e3ebb,2022-09-23,,aktiv
a4ccb2769570,2022-02-27,2023-02-27,abgelaufen
1df2318602db,2022-12-11,,aktiv
55196130ac5d,2024-06-09,2025-06-09,abgelaufen
06dfba5d4846,2024-02-03,2025-02-02,gekündigt
f8d0cb6654b0,2021-02-25,2022-02-25,gekündigt
d1c1b14f6415,2023-01-27,2024-01-27,gekündigt
37c43ed97dc1,2024-06-14,2025-06-14,abgelaufen
2ad0c0540ce4,2020-10-08,,aktiv
98b53db46b59,2020-05-07,2021-05-07,abgelaufen
9d98a25a6bb7,2023-01-31,2024-01-31,abgelaufen
9549d0ba718a,2020-05-07,2021-05-07,gekündigt
08987d9d5124,2021-08-17,,aktiv
0a9dc4fc5c38,2020-12-15,,aktiv
f2506ebd3323,2023-05-23,2024-05-22,gekündigt
fa28e0fa2604,2020-03-03,2021-03-03,gekündigt
7eac9f316679,2020-07-15,2021-07-15,gekündigt
70ecfd0cebaf,2021-09-16,2022-09-16,abgelaufen
fabbf515925e,2023-10-21,,aktiv
a4e19de3acf3,2021-04-17,,aktiv
b37901a92a97,2023-05-30,2024-05-29,gekündigt
01d24deed869,2023-05-25,2024-05-24,abgelaufen
864119c90106,2020-07-17,,aktiv
2bdc9f5a4846,2020-12-12,,aktiv
abface78a616,2021-11-09,2022-11-09,abgelaufen
05a4c122cb45,2021-04-30,,aktiv
dc44dc1c1a65,2020-10-21,2021-10-21,abgelaufen
890dac5b0882,2021-03-20,,aktiv
c35fa960c11b,2024-09-26,2025-09-26,gekündigt
b346f7665340,2024-12-11,2025-12-11,gekündigt
36d02ec409e9,2021-04-02,2022-04-02,abgelaufen
329d1118b43f,2021-09-08,2022-09-08,abgelaufen
87d076e26cf5,2022-07-11,2023-07-11,gekündigt
25ef4757f91b,2023-11-27,2024-11-26,gekündigt
83d77d49643e,2022-05-01,2023-05-01,abgelaufen
9cd188d11ecc,2022-04-12,,aktiv
161750336d32,2021-12-03,2022-12-03,gekündigt
d878520d7cfa,2020-12-17,2021-12-17,gekündigt
da5badadeaa4,2022-03-28,,aktiv
a69866317dcc,2022-09-21,,aktiv
f1b0abb78015,2022-12-23,,aktiv
e46b6e91eb06,2024-09-26,2025-09-26,abgelaufen
c8cf0cc356de,2021-02-05,,aktiv
1d0e5ab3c7d8,2024-01-16,,aktiv
4a440f6167cb,2022-08-23,2023-08-23,abgelaufen
902fbbf52b73,2023-02-12,2024-02-12,abgelaufen
d514728fd39a,2021-05-18,2022-05-18,abgelaufen
e5dc6599fe1e,2021-04-28,2022-04-28,gekündigt
0eddaf6c90c5,2022-08-07,2023-08-07,abgelaufen
ef1d887a6ebb,2021-09-15,2022-09-15,abgelaufen
f8d3bb49e1d2,2024-11-25,2025-11-25,abgelaufen
9654c31b4076,2024-09-09,2025-09-09,gekündigt
3b38d549eb0c,2022-09-19,2023-09-19,gekündigt
7184aec96b04,2021-02-12,,aktiv
75f2a73ccb17,2024-02-27,,aktiv
004de70cca56,2021-01-08,,aktiv
0775e9382d46,2020-11-05,2021-11-05,abgelaufen
ea71a4a7951b,2021-07-24,2022-07-24,abgelaufen
62aa8c9fb652,2020-01-28,,aktiv
4cb253270629,2023-12-04,2024-12-03,abgelaufen
e626dbb36e5d,2021-03-31,,aktiv
fbe638540b87,2020-12-11,,aktiv
228d3dbcaea8,2020-10-14,2021-10-14,abgelaufen
7d36095ee50b,2020-07-25,2021-07-25,abgelaufen
156f64ae0d27,2022-10-29,2023-10-29,gekündigt
739c70adaa61,2022-11-03,2023-11-03,abgelaufen
0c5a367494e4,2021-01-30,2022-01-30,gekündigt
2989f448e19c,2022-06-22,2023-06-22,gekündigt
413e82ad491c,2021-08-26,2022-08-26,gekündigt
895c255a15be,2021-10-10,,aktiv
08694816814f,2020-02-27,,aktiv
c9a47a0cedf6,2022-03-11,2023-03-11,gekündigt
c1e3f51173e5,2021-08-23,2022-08-23,abgelaufen
967a49d854a6,2024-03-16,2025-03-16,gekündigt
d24b5ceaa39e,2022-06-17,,aktiv
d173924e53a2,2020-11-28,2021-11-28,gekündigt
9aa54cdda727,2023-03-03,2024-03-02,abgelaufen
a3c5c936400c,2024-07-08,,aktiv
32ed377d9491,2022-01-13,2023-01-13,gekündigt
a19411462d22,2022-11-05,2023-11-05,abgelaufen
faec9ce18ce1,2021-08-18,2022-08-18,abgelaufen
58565fe13084,2020-05-10,,aktiv
0811d3644d3b,2023-05-17,,aktiv
8a82dea46010,2024-04-24,2025-04-24,abgelaufen
e08b91017497,2024-08-02,2025-08-02,abgelaufen
b24f9518fecd,2022-05-11,,aktiv
32d856f1cc3e,2020-12-29,2021-12-29,gekündigt
9607126fed75,2023-08-20,2024-08-19,abgelaufen
8a8aa4250519,2024-03-13,,aktiv
bc5bbfa26dcf,2024-10-06,,aktiv
07546934f7b6,2023-11-16,2024-11-15,abgelaufen
9c6ca40484dd,2024-09-21,,aktiv
02f58262ccc1,2021-12-13,2022-12-13,abgelaufen
cba23ed71cba,2021-04-02,2022-04-02,abgelaufen
fb2d7b3db939,2023-08-01,2024-07-31,gekündigt
0084dbc55318,2022-01-09,,aktiv
dbfbb3ef05e5,2021-01-07,2022-01-07,abgelaufen
46bb67cef7dd,2021-03-10,2022-03-10,abgelaufen
90ee0a4ed4cf,2022-03-20,2023-03-20,gekündigt
4bc2bc9156c6,2020-02-29,,aktiv
6208e7e836f3,2023-07-04,2024-07-03,abgelaufen
a478019fcb26,2021-04-22,2022-04-22,abgelaufen
49550c3e6f0b,2021-04-05,2022-04-05,gekündigt
841c3b3e9381,2020-01-06,2021-01-05,abgelaufen
e1a6e881f3df,2023-09-07,2024-09-06,abgelaufen
75cc235906ed,2022-07-08,2023-07-08,abgelaufen
b27a702e5b4a,2024-04-17,2025-04-17,abgelaufen
6ab8fb2ba06c,2022-12-27,,aktiv
f9eac76af522,2020-01-05,2021-01-04,abgelaufen
dfb80f1eaeba,2020-04-13,,aktiv
1f547261f53c,2024-01-24,,aktiv
bdff2eced107,2020-10-28,2021-10-28,gekündigt
7422ccfa2a37,2023-02-11,,aktiv
f341246abe02,2024-10-17,2025-10-17,gekündigt
5c1e3535858f,2020-03-28,2021-03-28,abgelaufen
07bd1903bd19,2022-07-13,2023-07-13,gekündigt
0c9151956697,2020-02-29,2021-02-28,gekündigt
51e1e982c0f6,2022-10-21,,aktiv
3aa851d49f6f,2020-09-26,2021-09-26,gekündigt
f03302086665,2023-08-19,2024-08-18,abgelaufen
7f7201ec748c,2020-06-01,,aktiv
8d23b062622f,2023-08-12,,aktiv
4315939017c3,2021-07-13,,aktiv
ceb4c6b8824d,2020-11-03,2021-11-03,gekündigt
6e0be6dcdbca,2021-11-04,,aktiv
ca62264b5fb7,2020-08-27,2021-08-27,gekündigt
bc3443c49e71,2024-12-20,2025-12-20,gekündigt
2ae046b3010d,2023-01-26,,aktiv
d4969bb59c76,2024-01-16,2025-01-15,gekündigt
276a2fbea6a5,2022-08-02,,aktiv
a6a50436e772,2022-04-14,2023-04-14,gekündigt
99cbee44cead,2021-08-27,2022-08-27,gekündigt
7ffd02915658,2020-12-24,2021-12-24,abgelaufen
18457d0c1abd,2021-08-27,2022-08-27,gekündigt
e9b1e12b2cb1,2021-09-28,2022-09-28,gekündigt
28f697ff4f83,2023-03-06,2024-03-05,gekündigt
e9f54f7b33f0,2024-02-29,,aktiv
c670f542e1bd,2020-01-28,2021-01-27,abgelaufen
83846f4c0a50,2022-06-12,,aktiv
97551c449fa9,2023-11-08,,aktiv
f49a2836bf8f,2020-12-31,2021-12-31,gekündigt
1f501d066a0e,2020-07-22,2021-07-22,abgelaufen
3a00bbfa23ea,2022-02-20,2023-02-20,gekündigt
031d46605d89,2020-12-26,2021-12-26,gekündigt
0493138c4b49,2023-10-16,2024-10-15,gekündigt
e363e20b93c9,2021-11-11,2022-11-11,abgelaufen
cfb2ba5d9f10,2021-10-24,2022-10-24,abgelaufen
043d8bc01187,2022-12-05,,aktiv
5242f4d1c68c,2023-03-24,,aktiv
96d5e2e7414d,2020-05-27,2021-05-27,abgelaufen
43e781778d86,2021-04-02,2022-04-02,gekündigt
e69e5cef6359,2022-07-18,,aktiv
43605ece2912,2023-02-05,2024-02-05,gekündigt
98b3e4948d0d,2022-03-20,2023-03-20,abgelaufen
b7a78a07cea5,2022-01-11,2023-01-11,gekündigt
987459a19434,2023-05-21,,aktiv
64917e928b71,2023-01-28,2024-01-28,gekündigt
6a4f5eb797db,2020-12-20,,aktiv
7d77ec4e5f91,2021-01-31,,aktiv
d8fea141e69c,2022-04-07,2023-04-07,gekündigt
ace4d2705398,2022-11-21,2023-11-21,abgelaufen
fb7d41da9759,2022-04-15,2023-04-15,gekündigt
8a3823cd3743,2022-01-13,,aktiv
710b2b279736,2024-05-19,2025-05-19,abgelaufen
4bbeef3d6879,2020-06-25,,aktiv
e1d55dc0bf55,2020-07-18,2021-07-18,gekündigt
060515c7d6a2,2021-12-21,2022-12-21,abgelaufen
0452e78e81a7,2023-08-22,2024-08-21,abgelaufen
553af1e44a89,2023-09-18,2024-09-17,abgelaufen
523c52f4bf7b,2021-09-14,,aktiv
2c9b7a4c4f80,2020-12-17,2021-12-17,abgelaufen
cd625e816792,2023-10-17,2024-10-16,abgelaufen
741dc279f2be,2022-08-20,,aktiv
64627431f303,2024-04-05,,aktiv
b48ec6ffc726,2022-08-17,,aktiv
fc3afedd83a9,2023-11-05,2024-11-04,abgelaufen
98d355f21e3d,2023-01-17,2024-01-17,gekündigt
410a9010d508,2020-07-10,,aktiv
d12bec2e3d90,2022-09-03,,aktiv
7d3f7df403d6,2024-07-17,2025-07-17,abgelaufen
c894578bf5d7,2024-01-27,2025-01-26,abgelaufen
e9f347e938a0,2022-01-21,2023-01-21,abgelaufen
62174be6487a,2020-01-06,,aktiv
79097174ab03,2022-12-16,,aktiv
1ece8a863870,2024-10-25,2025-10-25,abgelaufen
4f9c7ceb65e9,2024-01-16,,aktiv
b9b06d8358bf,2020-11-28,2021-11-28,gekündigt
f19751ca7524,2023-08-15,2024-08-14,gekündigt
584c129bb737,2020-03-18,2021-03-18,gekündigt
267f4470fb12,2023-01-14,2024-01-14,abgelaufen
fc5ef149f26d,2021-11-20,,aktiv
be6f8cb1c5ab,2020-02-05,2021-02-04,gekündigt
071bfc548c7d,2020-10-10,2021-10-10,gekündigt
24efc8318e10,2021-11-30,,aktiv
1677c3fdb13d,2023-03-15,,aktiv
8b6727f995f1,2022-10-08,2023-10-08,gekündigt
37b0e20de5b0,2023-03-19,,aktiv
c231fb611603,2024-02-07,2025-02-06,abgelaufen
94430a3649bb,2024-02-03,2025-02-02,gekündigt
6c1e354912b6,2020-11-07,2021-11-07,abgelaufen
1ddbd73dd6ce,2023-04-01,2024-03-31,gekündigt
45c1fdd449de,2024-12-28,2025-12-28,gekündigt
fa9fe103f5bd,2022-06-18,2023-06-18,abgelaufen
42ebcdaccfb3,2023-12-20,2024-12-19,gekündigt
65da3eb8d871,2021-12-30,2022-12-30,gekündigt
238a7bf15c9f,2020-06-30,2021-06-30,gekündigt
b14d6aca45ce,2024-05-14,,aktiv
e65730981c29,2021-06-22,2022-06-22,gekündigt
261269bf7e3e,2022-10-21,,aktiv
88edeccc5ad6,2020-08-28,2021-08-28,abgelaufen
60a179ee3a69,2021-11-01,2022-11-01,abgelaufen
eceb5a85fe23,2020-03-14,2021-03-14,gekündigt
937eda3817f8,2020-10-31,2021-10-31,abgelaufen
393ff0551834,2024-08-16,,aktiv
2bcd94d482a3,2021-10-07,,aktiv
b74195cd1d7e,2021-11-17,2022-11-17,abgelaufen
ba5c63ff6d75,2023-12-29,2024-12-28,gekündigt
a9b36299a5bc,2020-12-29,2021-12-29,gekündigt
335fcc54179d,2023-06-24,2024-06-23,abgelaufen
b61aa1de8fbf,2022-08-24,,aktiv
2b85981bbb4e,2021-12-30,2022-12-30,gekündigt
5d6d68d145cf,2021-10-01,2022-10-01,gekündigt
b6a755cb7943,2022-03-28,2023-03-28,gekündigt
8babcdfcb939,2022-01-25,,aktiv
d09e412bf038,2020-05-06,,aktiv
857a4b38c1de,2020-12-14,,aktiv
1eded81760e2,2023-03-02,2024-03-01,gekündigt
ef6afcfb2e7c,2024-01-15,2025-01-14,gekündigt
a283eabd32a5,2020-04-25,2021-04-25,abgelaufen
9e8e95dc8afb,2023-05-02,,aktiv
8bdf90f721e8,2020-05-30,2021-05-30,gekündigt
a03589e553bd,2022-08-03,2023-08-03,gekündigt
7b9ad45cff53,2022-04-05,2023-04-05,abgelaufen
4baa257f4d90,2021-10-20,2022-10-20,abgelaufen
94dd70592cc0,2020-12-12,,aktiv
55d8ad81f5cd,2023-06-26,,aktiv
e9667f57c713,2022-09-03,2023-09-03,gekündigt
632f190ead19,2022-07-12,2023-07-12,gekündigt
d5351ec94ca6,2023-04-15,2024-04-14,abgelaufen
720aaecf7219,2021-12-27,2022-12-27,gekündigt
4e18029c4584,2024-09-17,,aktiv
215466fb0834,2022-09-11,2023-09-11,gekündigt
e11eaadeb0a5,2024-03-06,,aktiv
169fc16a7d7c,2021-08-24,,aktiv
4e652769dfba,2022-07-14,2023-07-14,abgelaufen
7671a5baeab7,2021-08-16,,aktiv
1f04a6727f1d,2021-01-21,2022-01-21,abgelaufen
49fff9ac36b5,2023-10-01,2024-09-30,gekündigt
a3d2fc339364,2024-02-06,2025-02-05,abgelaufen
a2127bd29896,2022-09-24,2023-09-24,abgelaufen
cd48a02e999e,2021-12-06,2022-12-06,abgelaufen
8531d94fc9fe,2023-01-18,2024-01-18,gekündigt
ba176c14239f,2022-03-19,2023-03-19,gekündigt
99e571766ae6,2021-06-13,2022-06-13,gekündigt
fe1981fc2736,2021-01-17,,aktiv
8a7c769c6fc4,2023-09-07,2024-09-06,gekündigt
fb5c7784f404,2020-10-17,,aktiv
3984fd968ee1,2023-07-30,2024-07-29,gekündigt
f06663386d98,2023-08-14,2024-08-13,gekündigt
14ffa218fea3,2022-03-15,,aktiv
a92cfd83c545,2023-11-21,2024-11-20,gekündigt
fb0f89287a79,2021-06-19,,aktiv
8f21f78ea2a6,2021-10-06,,aktiv
5e8ece77b404,2022-08-26,,aktiv
2c81cc20c27b,2020-08-19,2021-08-19,gekündigt
42c4e7422f29,2024-02-11,2025-02-10,gekündigt
a97322b13538,2023-10-24,2024-10-23,abgelaufen
f7d8ccf4634d,2023-01-18,,aktiv
f377855f608e,2024-12-13,,aktiv
eb5e8a590023,2023-09-16,2024-09-15,gekündigt
ef002b4d37b4,2023-03-23,2024-03-22,gekündigt
6a1f9f3484b3,2022-12-13,,aktiv
7340ae009281,2024-09-12,,aktiv
b9e3dadf6fec,2024-01-16,2025-01-15,abgelaufen
2e7028b37aa6,2020-06-15,2021-06-15,gekündigt
6e82074a534f,2024-01-04,2025-01-03,gekündigt
f3b730c62338,2023-10-15,2024-10-14,abgelaufen
473f2207b4b8,2023-08-16,,aktiv
536d70a4b931,2022-10-19,2023-10-19,abgelaufen
e4349e88c941,2021-09-06,,aktiv
f125abe2e6e5,2024-01-06,2025-01-05,gekündigt
e7a7634e90f7,2024-07-20,,aktiv
88ee0114c187,2023-07-23,,aktiv
020abc50bac2,2023-06-14,2024-06-13,gekündigt
b41435d5e986,2020-08-06,2021-08-06,gekündigt
e48c1a97d2b8,2020-11-29,2021-11-29,gekündigt
6d42731c4026,2022-04-07,2023-04-07,abgelaufen
a56d3635c4a2,2022-05-14,2023-05-14,abgelaufen
da481d9c8219,2024-05-05,2025-05-05,abgelaufen
38ed26379ead,2021-04-06,,aktiv
56c0a9fc2588,2020-09-23,,aktiv
e700d67ed8a7,2022-05-21,,aktiv
98dd95c2737b,2022-07-29,2023-07-29,gekündigt
abee63ef4a2a,2023-12-31,2024-12-30,abgelaufen
9f73c25ace0d,2023-12-10,,aktiv
9a101274ab7f,2023-02-16,2024-02-16,abgelaufen
f4eb7ff8c244,2022-04-02,,aktiv
9ff2362f08bd,2023-07-28,2024-07-27,gekündigt
8e392ded2abc,2024-11-05,2025-11-05,gekündigt
c5a4dcf7204b,2024-09-04,2025-09-04,gekündigt
69c46a931536,2021-12-12,,aktiv
d1f1f4db19a4,2021-07-12,2022-07-12,gekündigt
b0369c0997fc,2022-08-23,2023-08-23,abgelaufen
39ae1efc5500,2020-02-23,2021-02-22,gekündigt
026085f01e46,2020-04-14,2021-04-14,gekündigt
8d84032f65db,2022-10-11,2023-10-11,abgelaufen
cc3bed562058,2023-10-25,,aktiv
6eea43b820da,2021-12-02,,aktiv
9ce02f765d74,2024-12-09,,aktiv
3818645c16ba,2023-06-29,2024-06-28,gekündigt
51310be2dd00,2021-08-31,2022-08-31,abgelaufen
5a86dd76855b,2020-11-25,,aktiv
fb5f91333cc8,2022-02-11,2023-02-11,abgelaufen
92aac7b54d0f,2022-02-06,2023-02-06,gekündigt
8ede8d90b3ce,2020-10-15,,aktiv
826eb43a09ee,2023-04-22,,aktiv
160749739db2,2022-09-19,,aktiv
fbb6630d8a96,2024-07-07,2025-07-07,abgelaufen
9907a50e8a4b,2024-10-27,,aktiv
890d2e53efe2,2024-03-16,,aktiv
795ea871ac1a,2021-09-26,2022-09-26,gekündigt
be9c41695498,2022-11-05,,aktiv
62f57d7f7a58,2022-06-20,2023-06-20,abgelaufen
7b8a23479a9a,2021-06-29,2022-06-29,abgelaufen
91f2fad3031c,2023-03-27,2024-03-26,abgelaufen
f99456761c45,2021-12-06,2022-12-06,gekündigt
a30af815fcfb,2020-02-22,2021-02-21,abgelaufen
dfba3a7b6938,2023-09-06,,aktiv
e2e58883f057,2022-11-22,2023-11-22,abgelaufen
d4682f392d61,2021-05-04,2022-05-04,abgelaufen
8aebcf9eae34,2021-07-17,2022-07-17,gekündigt
d1beea0c592d,2022-08-25,,aktiv
c36961a46665,2022-01-21,2023-01-21,abgelaufen
6f6c4ed08c1b,2021-05-31,,aktiv
a662eeff66d9,2024-09-15,2025-09-15,abgelaufen
3f6e1401aeac,2023-06-07,2024-06-06,abgelaufen
ab39041ac846,2024-03-10,2025-03-10,gekündigt
db6be28034d7,2024-09-19,2025-09-19,gekündigt
8ec1a2370b2f,2021-12-09,2022-12-09,gekündigt
306a347e1624,2021-09-13,2022-09-13,abgelaufen
61a254a45a1e,2021-12-07,,aktiv
9bf001a00503,2020-09-24,,aktiv
cc691c015465,2020-03-14,2021-03-14,abgelaufen
ca15a174a34c,2020-08-29,2021-08-29,gekündigt
4afb7bbdc8b0,2024-08-21,,aktiv
d8e9a2ea56c1,2024-04-20,2025-04-20,gekündigt
9d90db73f6d9,2024-06-16,,aktiv
42e4fc3ff4f3,2023-04-19,2024-04-18,abgelaufen
ba65e65a3fe7,2023-08-30,2024-08-29,gekündigt
a36f904c26c7,2023-12-02,,aktiv
1cbcb9bc35c7,2022-09-20,2023-09-20,gekündigt
26a25f00ad9f,2021-11-15,2022-11-15,abgelaufen
9af7d45ef0bb,2024-11-18,2025-11-18,gekündigt
fc273f4f6b70,2020-09-19,2021-09-19,abgelaufen
3eb9c63b0b23,2021-09-26,2022-09-26,abgelaufen
bffc44720200,2024-07-04,,aktiv
711edf006b8e,2023-03-16,,aktiv
c3a0ed0b6bae,2020-01-31,2021-01-30,gekündigt
3f9fb7c3be99,2022-08-22,2023-08-22,gekündigt
f584a2cf6cbf,2020-03-15,,aktiv
ca8daddb2af7,2024-03-11,2025-03-11,gekündigt
c786d0fc681e,2024-02-29,2025-02-28,abgelaufen
103929a48e05,2021-09-22,2022-09-22,gekündigt
2fa502cd03e2,2021-07-22,2022-07-22,abgelaufen
86518f6a3630,2021-11-08,2022-11-08,abgelaufen
f31eb035a885,2022-03-14,,aktiv
ea976d394c07,2024-01-26,,aktiv
1ca674464978,2024-02-27,,aktiv
60f6bb319218,2020-12-27,2021-12-27,gekündigt
ecb995e33f4b,2022-08-30,2023-08-30,abgelaufen
7a49f90374bd,2023-12-06,,aktiv
3e446df26f5c,2021-11-05,,aktiv
fb5f8aec3795,2021-06-01,,aktiv
a36e3c1fe160,2022-11-21,2023-11-21,gekündigt
4cc95b97d43e,2024-02-12,2025-02-11,abgelaufen
9a8f8a8a624d,2023-12-30,,aktiv
ca8fbbe76ac3,2021-08-09,2022-08-09,gekündigt
658a8fa89442,2020-01-16,2021-01-15,gekündigt
8ef204fa2f19,2020-09-04,2021-09-04,abgelaufen
142f57d3d233,2021-12-01,2022-12-01,gekündigt
bf7c85a96f0b,2022-06-24,2023-06-24,abgelaufen
6076f0b74433,2024-12-05,2025-12-05,abgelaufen
7a83e45a9ff6,2020-11-24,2021-11-24,gekündigt
9bb02605812f,2020-07-03,2021-07-03,abgelaufen
61fc02da2f14,2024-10-14,2025-10-14,abgelaufen
8a85108921f8,2024-06-13,,aktiv
9e603b108feb,2023-07-24,2024-07-23,abgelaufen
06a4cc9677ed,2021-07-18,,aktiv
508992f1fa58,2022-07-17,2023-07-17,abgelaufen
d3bc597c75d4,2022-01-15,2023-01-15,abgelaufen
d2f5809ad845,2022-07-30,2023-07-30,gekündigt
37ea8ad4cf59,2020-07-02,,aktiv
7c6a891d5dd1,2020-03-10,2021-03-10,abgelaufen
28312a5fa24d,2022-02-11,2023-02-11,abgelaufen
6b728c3d88a8,2022-06-11,,aktiv
8608f5e00ce9,2021-10-28,2022-10-28,abgelaufen
5f8780fff7cd,2022-02-07,2023-02-07,abgelaufen
e3e370d4c7e8,2023-01-27,2024-01-27,gekündigt
4ae2e79177f1,2024-08-31,2025-08-31,abgelaufen
403ae047b45d,2021-01-12,,aktiv
cc897c424822,2022-05-27,2023-05-27,abgelaufen
9d9920ca24a4,2023-02-21,2024-02-21,gekündigt
6c8ca2fdc850,2024-11-23,2025-11-23,gekündigt
36f21eeadc29,2022-09-28,2023-09-28,gekündigt
227aa47a3bc6,2024-02-17,2025-02-16,gekündigt
728b34b2225d,2022-07-17,2023-07-17,abgelaufen
b7da510620a0,2022-12-12,2023-12-12,gekündigt
d9387d07d802,2023-03-21,2024-03-20,abgelaufen
ea18621bc508,2024-11-23,2025-11-23,gekündigt
e714c43f4163,2021-06-03,,aktiv
66d9fd7c4156,2022-03-05,2023-03-05,gekündigt
6b5eacded37f,2024-01-03,2025-01-02,abgelaufen
a670493e619c,2021-04-06,2022-04-06,abgelaufen
25e3fba4d270,2024-04-05,2025-04-05,gekündigt
e29e2bf02285,2020-05-05,2021-05-05,abgelaufen
89d0fe31c69c,2023-08-05,2024-08-04,gekündigt
6eb88146955c,2024-12-15,,aktiv
7c5089c3a332,2024-01-25,2025-01-24,abgelaufen
7a0fd151d70a,2024-10-04,2025-10-04,abgelaufen
7de2a6ceaf5a,2020-11-09,2021-11-09,abgelaufen
7849a6300c4a,2023-04-27,2024-04-26,abgelaufen
8bb1b91c02f0,2020-03-29,,aktiv
f3e1ff4951b3,2022-08-05,,aktiv
